# LS220 equation of state
# Beta-equilibrium 
# temperature T = 0.01 MeV
#
# 1: pressure[MeV/fm3], 
# 2: log10(rho[cgs])
# 3: Y_e
# 4: internal energy [MeV/baryon]
# 5: muhat [MeV]
# 6: sound velocity squared [cm2/s2]
# 7: specific entropy [kB/baryon]
# 8: proton mass fraction Xp
# 9: alpha mass fraction Xalp
# 10: heavy nuclei massfraction Xh
# 11: Z of heavy nuclei
# 12: A of heavy nucleus
#
# ...Loading EOS-table from eos/eos_ls220.txt...
#    nrho, ntemp, nye, nvars =  234 136  50  10
# ...Done reading EOS file...
#
2.958595E-15 3.000000E+00 4.382847E-01 9.315054E+02 5.124980E-01 7.380336E+15 3.104497E+00 1.000000E-24 1.000000E-24 1.000000E+00 2.671280E+01 6.096262E+01
3.323290E-15 3.055794E+00 4.382838E-01 9.315052E+02 5.126317E-01 7.324536E+15 3.023221E+00 1.000000E-24 1.000000E-24 1.000000E+00 2.671284E+01 6.096283E+01
3.737952E-15 3.111588E+00 4.382828E-01 9.315050E+02 5.127774E-01 7.277655E+15 2.944727E+00 1.000000E-24 1.000000E-24 1.000000E+00 2.671289E+01 6.096306E+01
4.209517E-15 3.167382E+00 4.382818E-01 9.315049E+02 5.129360E-01 7.238593E+15 2.868689E+00 1.000000E-24 1.000000E-24 1.000000E+00 2.671293E+01 6.096332E+01
4.745912E-15 3.223176E+00 4.382806E-01 9.315048E+02 5.131088E-01 7.206417E+15 2.794818E+00 1.000000E-24 1.000000E-24 1.000000E+00 2.671299E+01 6.096359E+01
5.356210E-15 3.278970E+00 4.382794E-01 9.315046E+02 5.132969E-01 7.180343E+15 2.722863E+00 1.000000E-24 1.000000E-24 1.000000E+00 2.671304E+01 6.096389E+01
6.050807E-15 3.334764E+00 4.382780E-01 9.315045E+02 5.135018E-01 7.159732E+15 2.652605E+00 1.000000E-24 1.000000E-24 1.000000E+00 2.671310E+01 6.096422E+01
6.841631E-15 3.390558E+00 4.382765E-01 9.315044E+02 5.137249E-01 7.144077E+15 2.583853E+00 1.000000E-24 1.000000E-24 1.000000E+00 2.671317E+01 6.096458E+01
7.742386E-15 3.446352E+00 4.382749E-01 9.315044E+02 5.139679E-01 7.132998E+15 2.516439E+00 1.000000E-24 1.000000E-24 1.000000E+00 2.671324E+01 6.096496E+01
8.768849E-15 3.502146E+00 4.382732E-01 9.315043E+02 5.142324E-01 7.126234E+15 2.450220E+00 1.000000E-24 1.000000E-24 1.000000E+00 2.671332E+01 6.096539E+01
